word,gender,freq
amorti,m,0.14
amortis,m,0.14
amortissement,m,0.42
amortisseur,m,0.85
amortisseurs,m,0.85
amorçage,m,0.09
amorçoir,m,0.07
amour,m,458.27
amour-goût,m,0.07
amour-passion,m,0.41
amour-propre,m,6.89
amourette,f,1.15
amourettes,f,1.15
amoureuse,f,23.72
amoureuses,f,23.72
amoureux,m,23.72
amours,m,458.27
amours-propres,m,6.89
amphi,m,1.08
amphibie,m,0.20
amphibien,m,0.20
amphibiens,m,0.20
amphibies,m,0.20
amphigouri,m,0.27
amphigouris,m,0.27
amphis,m,1.08
amphithéâtre,m,2.57
amphithéâtres,m,2.57
amphitrite,f,0.07
amphitryon,m,0.13
amphore,f,1.35
amphores,f,1.35
amphés,m,0.36
amphétamine,f,1.13
amphétamines,f,1.13
ampleur,f,7.57
ampleurs,f,7.57
ampli,m,1.15
ampli-tuner,m,0.01
amplificateur,m,0.29
amplificateurs,m,0.29
amplification,f,0.54
amplifications,f,0.54
amplis,m,1.15
amplitude,f,1.76
ampoule,f,19.12
ampoules,f,19.12
amputation,f,1.62
amputations,f,1.62
amputé,m,0.88
amputés,m,0.88
ampère,m,0.26
ampèremètre,m,0.02
ampères,m,0.26
ampélopsis,m,0.07
ampérage,m,0.01
amulette,f,3.08
amulettes,f,3.08
amure,f,0.27
amures,f,0.27
amuse-bouche,m,0.05
amuse-bouches,m,0.05
amuse-gueule,m,1.23
amuse-gueules,m,1.23
amusement,m,7.30
amusements,m,7.30
amusette,f,1.15
amusettes,f,1.15
amuseur,m,0.34
amuseurs,m,0.34
amygdale,f,1.50
amygdalectomie,f,0.14
amygdalectomies,f,0.14
amygdales,f,1.50
amygdalite,f,0.23
amylase,f,0.09
amyle,m,0.27
amé,m,0.01
amélioration,f,2.87
améliorations,f,2.87
aménagement,m,2.77
aménagements,m,2.77
aménité,f,1.96
aménités,f,1.96
aménorrhée,f,0.28
américain,m,47.43
américaine,f,47.43
américaines,f,47.43
américains,m,47.43
américanisation,f,0.07
américanisme,m,0.14
américanismes,m,0.14
américanité,f,0.07
américano,m,0.27
américanos,m,0.27
américium,m,0.03
amérindien,m,0.14
amérindienne,f,0.14
amérindiens,m,0.14
amérique,f,1.08
améthyste,f,0.81
améthystes,f,0.81
an,m,866.58
ana,m,4.91
anabase,f,0.14
anabolisant,m,0.09
anabolisants,m,0.09
anachorète,m,0.47
anachorètes,m,0.47
anachronisme,m,0.88
anachronismes,m,0.88
anacoluthe,f,0.10
anaconda,m,0.49
anacondas,m,0.49
anaglyphe,m,0.04
anagramme,f,0.60
anagrammes,f,0.60
analeptiques,m,0.01
analgésie,f,0.01
analgésique,m,0.64
analgésiques,m,0.64
analogie,f,2.03
analogies,f,2.03
analogue,m,0.54
analogues,m,0.54
analphabétisme,m,0.20
analysant,m,0.20
analysants,m,0.20
analyse,f,23.26
analyses,f,23.26
analyseur,m,0.45
analyseurs,m,0.45
analysé,m,0.14
analysée,f,0.14
analysées,f,0.14
analytique,f,0.07
anamnèse,f,0.07
anamorphose,f,0.27
ananas,m,3.51
anaphase,f,0.03
anaphylaxie,f,0.06
anarchie,f,4.80
anarchisme,m,0.71
anarcho-syndicalisme,m,0.07
anas,m,0.07
anastomose,f,0.08
anastomoses,f,0.08
anathème,m,1.12
anathèmes,m,1.12
anatidés,m,0.07
anatifes,m,0.07
anatomie,f,4.80
anatomies,f,4.80
ancestralité,f,0.07
anche,f,0.27
anchilops,m,0.07
anchois,m,2.57
anchoïade,f,0.07
ancien,m,29.66
ancienne,f,29.66
anciennes,f,29.66
ancienneté,f,1.55
anciens,m,29.66
ancolie,f,0.07
ancrage,m,0.41
ancre,f,5.81
ancres,f,5.81
anda,m,1.13
andain,m,0.20
andains,m,0.20
andalou,m,1.69
andalous,m,1.69
andalouse,f,1.69
andalouses,f,1.69
andante,m,0.47
andouille,f,6.94
andouiller,m,1.28
andouillers,m,1.28
andouilles,f,6.94
andouillette,f,0.74
andouillettes,f,0.74
andrinople,f,0.20
androgynie,f,0.07
androgènes,m,0.01
andropause,f,0.23
androïde,m,0.82
androïdes,m,0.82
anecdote,f,12.91
anecdotes,f,12.91
anecdotier,m,0.01
anesthésiant,m,0.44
anesthésiants,m,0.44
anesthésie,f,3.74
anesthésies,f,3.74
anesthésique,m,0.47
anesthésiques,m,0.47
aneth,m,0.61
anfractuosité,f,1.28
anfractuosités,f,1.28
ange,m,69.27
angelot,m,1.49
angelots,m,1.49
anges,m,69.27
angevine,f,0.14
angevins,m,0.14
angine,f,2.57
angines,f,2.57
angiocholite,f,0.01
angiographie,f,0.32
angiome,m,0.13
angioplastie,f,0.19
anglais,m,79.53
anglaise,f,79.53
anglaises,f,79.53
angle,m,57.64
angles,m,57.64
angleterre,f,0.47
anglican,m,0.07
anglicane,f,0.07
anglicans,m,0.07
anglicisation,f,0.07
anglicismes,m,0.07
anglo-américains,m,0.20
anglo-arabe,m,0.07
anglo-saxon,m,3.72
anglo-saxons,m,3.72
anglomanie,f,0.07
anglophobie,f,0.07
angoisse,f,68.99
angoisses,f,68.99
angoissé,m,1.22
angoissée,f,1.22
angoissées,f,1.22
angoissés,m,1.22
angolais,m,0.10
angon,m,0.41
angor,m,0.01
angora,m,0.47
angoras,m,0.47
angström,m,0.20
anguille,f,4.32
anguilles,f,4.32
anguillules,f,0.07
anguis,m,0.07
angulosité,f,0.07
angustura,f,0.27
angéite,f,0.01
angélique,f,0.81
angéliques,f,0.81
angélisme,m,0.47
angélus,m,1.28
anhydride,m,0.07
anhélations,f,0.07
anicroche,f,0.74
anicroches,f,0.74
aniline,f,0.27
animal,m,82.64
animal-roi,m,0.07
animalcule,m,0.14
animalerie,f,0.42
animalier,m,0.14
animaliers,m,0.14
animalité,f,1.42
animateur,m,2.72
animateurs,m,2.72
animation,f,8.31
animations,f,8.31
animatrice,f,2.72
animatrices,f,2.72
animaux,m,82.64
animaux-espions,m,0.01
animisme,m,0.07
animosité,f,2.64
animosités,f,2.64
animus,m,0.02
anis,m,2.50
anisette,f,1.15
anisettes,f,1.15
anisé,m,0.07
ankh,m,0.07
ankylose,f,0.95
ankyloses,f,0.95
annales,f,1.76
anneau,m,21.61
anneaux,m,21.61
annelets,m,0.07
annelures,f,0.07
annexe,f,2.97
annexes,f,2.97
annexion,f,0.74
annexions,f,0.74
annihilation,f,0.46
anniv,m,0.26
anniversaire,m,82.79
anniversaires,m,82.79
annonce,f,23.76
annonces,f,23.76
annonceur,m,0.58
annonceurs,m,0.58
annonceuse,f,0.58
annonciateur,m,0.34
annonciateurs,m,0.34
annonciation,f,0.61
annonciations,f,0.61
annonciatrices,f,0.34
annotation,f,0.88
annotations,f,0.88
annuaire,m,4.56
annuaires,m,4.56
annulaire,m,2.64
annulation,f,2.46
annulations,f,2.46
année,f,375.54
année-lumière,f,1.16
années,f,375.54
années-homme,f,0.01
années-lumière,f,1.16
anoblissement,m,0.14
anode,f,0.02
anomalie,f,3.96
anomalies,f,3.96
anomoure,m,0.07
anonymat,m,3.04
anonymographe,m,0.14
anophèle,m,0.01
anorak,m,0.88
anoraks,m,0.88
anorexie,f,0.88
anorexies,f,0.88
anormal,m,2.16
anormale,f,2.16
anormales,f,2.16
anormalité,f,0.20
anormaux,m,2.16
anosmie,f,0.07
anoxie,f,0.09
ans,m,866.58
anse,f,6.08
anses,f,6.08
antagonisme,m,1.55
antagonismes,m,1.55
antalgique,m,0.50
antalgiques,m,0.50
antan,m,4.86
ante,f,1.12
antenne,f,11.59
antennes,f,11.59
anthologie,f,0.81
anthologies,f,0.81
anthonome,m,0.01
anthracine,m,0.04
anthracite,m,1.82
anthracites,m,1.82
anthracose,f,0.01
anthracène,m,0.01
anthraquinone,f,0.01
anthrax,m,1.26
anthropologie,f,0.78
anthropomorphisme,m,0.34
anthropométrie,f,0.27
anthropophagie,f,0.61
anthropopithèque,m,0.14
anthropopithèques,m,0.14
anti-acné,f,0.02
anti-agression,f,0.07
anti-allergie,f,0.01
anti-apartheid,m,0.07
anti-avortement,m,0.12
anti-aérien,m,0.07
anti-beauf,m,0.01
anti-bison,m,0.07
anti-blindage,m,0.04
anti-blouson,m,0.07
anti-bombe,f,0.10
anti-bombes,f,0.10
anti-bosons,m,0.04
anti-braquage,m,0.01
anti-brouillard,m,0.07
anti-bruit,m,0.16
anti-cancer,m,0.04
anti-cellulite,f,0.01
anti-chambre,f,0.14
anti-chambres,f,0.14
anti-char,m,0.20
anti-chars,m,0.20
anti-chiens,m,0.07
anti-cité,f,0.07
anti-civilisation,f,0.07
anti-club,m,0.02
anti-colère,f,0.01
anti-communisme,m,0.14
anti-conformisme,m,0.14
anti-corps,m,0.08
anti-corruption,f,0.04
anti-crash,m,0.01
anti-crime,m,0.03
anti-criminalité,f,0.01
anti-dauphins,m,0.01
anti-desperado,m,0.01
anti-dieu,m,0.03
anti-discrimination,f,0.02
anti-dopage,m,0.06
anti-douleur,f,0.46
anti-douleurs,f,0.46
anti-drague,f,0.01
anti-drogue,f,0.42
anti-drogues,f,0.42
anti-débauche,f,0.07
anti-démon,m,0.04
anti-espionnes,f,0.01
anti-establishment,m,0.02
anti-existence,f,0.07
anti-explosion,f,0.04
anti-fantômes,m,0.02
anti-femme,f,0.01
anti-flingage,m,0.07
anti-flip,m,0.07
anti-frigo,m,0.07
anti-fusées,f,0.20
anti-gang,m,0.33
anti-gel,m,0.05
anti-gerce,f,0.01
anti-gouvernement,m,0.10
anti-graffiti,m,0.01
anti-gravité,f,0.06
anti-grimaces,f,0.01
anti-hannetons,m,0.07
anti-immigration,f,0.02
anti-incendie,m,0.16
anti-inertie,f,0.01
anti-inflammatoire,m,0.07
anti-insecte,m,0.07
anti-insectes,m,0.07
anti-instinct,m,0.07
anti-intimité,f,0.04
anti-japon,m,0.07
anti-mafia,f,0.07
anti-maison,f,0.14
anti-manipulation,f,0.01
anti-manoir,m,0.07
anti-mariage,m,0.03
anti-matière,f,0.09
anti-matières,f,0.09
anti-mecs,m,0.02
anti-missiles,m,0.03
anti-mite,f,0.14
anti-mites,f,0.14
anti-monde,m,0.07
anti-moustique,m,0.58
anti-moustiques,m,0.58
anti-médicaments,m,0.01
anti-météorites,f,0.20
anti-nausée,f,0.01
anti-navire,m,0.01
anti-nucléaires,m,0.01
anti-odeur,f,0.14
anti-odeurs,f,0.14
anti-origine,f,0.07
anti-panache,m,0.07
anti-particule,f,0.01
anti-pasteur,m,0.07
anti-piratage,m,0.01
anti-poison,m,0.14
anti-poisse,f,0.07
anti-pollution,f,0.04
anti-poux,m,0.04
anti-puces,f,0.14
anti-racket,m,0.06
anti-radiations,f,0.08
anti-rapt,m,0.07
anti-reflets,m,0.07
anti-rejet,m,0.20
anti-religion,f,0.01
anti-rhume,m,0.02
anti-rides,f,0.06
anti-romain,m,0.07
anti-rouille,f,0.01
anti-sida,m,0.02
anti-société,f,0.07
anti-somnolence,f,0.01
anti-souffle,m,0.03
anti-stress,m,0.35
anti-sémitisme,m,0.08
anti-taches,f,0.15
anti-tank,m,0.03
anti-tapisserie,f,0.07
anti-temps,m,0.27
anti-tension,f,0.01
anti-terrorisme,m,0.53
anti-tornades,f,0.01
anti-toux,f,0.01
anti-truie,f,0.01
anti-trusts,m,0.02
anti-venin,m,0.18
anti-vieillissement,m,0.04
anti-viol,m,0.09
anti-violence,f,0.01
anti-virus,m,0.09
anti-vol,m,0.36
anti-vols,m,0.36
anti-évasion,f,0.01
antiaméricanisme,m,0.07
antibiotique,m,5.22
antibiotiques,m,5.22
antibois,m,0.14
antibolchevisme,m,0.14
anticatalyseurs,m,0.07
antichambre,f,8.58
antichambres,f,8.58
antichristianisme,m,0.07
anticipation,f,2.23
anticipations,f,2.23
anticléricalisme,m,0.34
anticoagulant,m,0.21
anticoagulants,m,0.21
anticolonialisme,m,0.07
anticommunisme,m,0.88
anticonformisme,m,0.07
anticorps,m,1.35
anticyclone,m,0.07
antidote,m,4.48
antidotes,m,4.48
antidreyfusard,m,0.14
antidreyfusards,m,0.14
antidreyfusisme,m,0.07
antidémarrage,m,0.01
antidépresseur,m,0.98
antidépresseurs,m,0.98
antidérapant,m,0.07
antienne,f,1.62
antiennes,f,1.62
antifading,m,0.07
antifascisme,m,0.07
antifongique,m,0.03
antiféminisme,m,0.07
antigel,m,0.20
antigermanisme,m,0.07
antigravitation,f,0.01
antigravité,f,0.01
antigrippe,f,0.16
antigène,m,0.34
antigènes,m,0.34
antihistaminique,m,0.25
antihistaminiques,m,0.25
antihéros,m,0.04
antillais,m,4.12
antillaise,f,4.12
antillaises,f,4.12
antilope,f,2.16
antilopes,f,2.16
antimatière,f,0.14
antimilitarisme,m,0.34
antimissiles,m,0.06
antimite,m,0.61
antimites,m,0.61
antimitotiques,m,0.01
antimoine,m,0.27
antinazis,m,0.01
antinomie,f,0.34
antinomies,f,0.34
antioxydant,m,0.05
antioxydants,m,0.05
antipape,m,0.14
antipapes,m,0.14
antiparasite,m,0.14
antiparasites,m,0.14
antipathie,f,1.82
antipathies,f,1.82
antiphonaires,m,0.14
antiphrase,f,0.34
antipode,m,2.43
antipodes,m,2.43
antipoisons,m,0.07
antiproton,m,0.07
antiprotons,m,0.07
antiprotéase,f,0.01
antipsychiatrie,f,0.14
antipsychotique,m,0.10
antipsychotiques,m,0.10
antiquaille,f,0.41
antiquailleries,f,0.07
antiquailles,f,0.41
antiquark,m,0.01
antiquité,f,6.55
antiquités,f,6.55
antiracisme,m,0.11
antirouille,m,0.01
antisepsie,f,0.07
antiseptique,m,0.17
antiseptiques,m,0.17
antisocial,m,0.10
antisoviétisme,m,0.07
antispasmodique,m,0.02
antistaliniens,m,0.07
antisémitisme,m,1.62
antisérum,m,0.09
antiterrorisme,m,0.01
antithèse,f,0.88
antithèses,f,0.88
antitout,m,0.07
antitoxine,f,0.08
antituberculeux,m,0.14
antiviral,m,0.16
antiviraux,m,0.16
antivirus,m,0.66
antivol,m,0.30
antiémétique,m,0.01
antonomase,f,0.07
antonyme,m,0.14
antonymes,m,0.14
antre,m,4.66
antres,m,4.66
antéchrist,m,2.89
antéchrists,m,2.89
antécédent,m,5.71
antécédents,m,5.71
antépénultième,f,0.20
antépénultièmes,f,0.20
anus,m,1.82
anuscopie,f,0.01
anxieuse,f,0.49
anxieux,m,0.49
anxiolytique,m,0.28
anxiolytiques,m,0.28
anxiété,f,10.27
anxiétés,f,10.27
anya,m,0.26
anéantissement,m,3.38
anéantissements,m,3.38
anémie,f,1.31
anémomètre,m,0.14
anémone,f,3.45
anémones,f,3.45
anévrisme,m,1.33
anévrismes,m,1.33
aoriste,m,0.07
aorte,f,1.16
aouls,m,0.07
août,m,49.66
aoûtat,m,0.08
aoûtien,m,0.07
apaisement,m,7.23
apaisements,m,7.23
apanage,m,1.22
apanages,m,1.22
apartheid,m,0.53
aparté,m,1.69
apartés,m,1.69
apathie,f,1.49
apax,m,0.07
ape,m,0.23
aperceptions,f,0.14
aperçu,m,2.57
aperçus,m,2.57
apes,m,0.23
apesanteur,f,0.93
apex,m,0.33
aphaniptères,m,0.07
aphasie,f,0.27
aphonie,f,0.14
aphorisme,m,0.88
aphorismes,m,0.88
aphrodisiaque,m,1.27
aphrodisiaques,m,1.27
aphrodisie,f,0.14
aphrodite,f,0.01
aphtes,m,0.05
aphérèse,f,0.07
api,m,0.20
apiculteur,m,0.10
apiculteurs,m,0.10
apicultrice,f,0.10
apiculture,f,0.04
apion,m,0.07
apis,m,0.01
apitoiement,m,0.61
aplanissement,m,0.34
aplasie,f,0.01
aplat,m,0.27
aplatissement,m,0.54
aplatissements,m,0.54
aplats,m,0.27
aplomb,m,9.05
aplombs,m,9.05
apnée,f,0.60
apocalypse,f,6.35
apocalypses,f,6.35
apocope,f,0.01
apocryphe,m,0.14
apocryphes,m,0.14
apogée,m,1.76
apolitisme,m,0.07
apollon,m,0.14
apollons,m,0.14
apologie,f,1.22
apologue,m,0.61
aponévroses,f,0.07
apophtegmes,m,0.20
apoplexie,f,0.95
apoplexies,f,0.95
apoptose,f,0.03
apostasie,f,0.41
apostat,m,0.46
apostate,f,0.46
apostats,m,0.46
apostolat,m,1.08
apostrophe,f,1.76
apostrophes,f,1.76
apostume,m,0.07
apothicaire,m,1.28
apothicairerie,f,0.07
apothicaires,m,1.28
apothéose,f,4.26
apothéoses,f,4.26
apparat,m,4.86
apparatchik,m,0.34
apparatchiks,m,0.34
apparats,m,4.86
apparaux,m,0.20
appareil,m,51.53
appareil-photo,m,0.32
appareillage,m,1.89
appareillages,m,1.89
appareils,m,51.53
apparence,f,48.51
apparences,f,48.51
apparentement,m,0.07
appariteur,m,0.61
appariteurs,m,0.61
apparition,f,32.64
apparitions,f,32.64
appart,m,18.07
appartement,m,99.26
appartement-roi,m,0.07
appartements,m,99.26
appartenance,f,3.45
appartenances,f,3.45
apparts,m,18.07
appas,m,0.95
appauvrissement,m,0.74
appeau,m,0.41
appeaux,m,0.41
appel,m,100.18
appelant,m,0.54
appelants,m,0.54
appeleur,m,0.07
appellation,f,3.31
appellations,f,3.31
appels,m,100.18
appelé,m,3.65
appelés,m,3.65
appendice,m,1.96
appendicectomie,f,0.25
appendices,m,1.96
appendicite,f,1.75
appentis,m,2.64
appesantissement,m,0.07
applaudimètre,m,0.02
applaudissement,m,9.26
applaudissements,m,9.26
applaudisseur,m,0.01
applicabilité,f,0.02
applicateur,m,0.28
application,f,15.88
applications,f,15.88
applique,f,1.35
appliques,f,1.35
appoggiature,f,0.07
appoggiatures,f,0.07
appoint,m,1.76
appointements,m,0.74
appontage,m,0.20
appontement,m,0.47
apport,m,1.82
apports,m,1.82
apposition,f,0.14
apprenant,m,0.20
apprenti,m,17.64
apprenti-pilote,m,0.02
apprenti-sorcier,m,0.14
apprentie,f,17.64
apprenties,f,17.64
apprentis,m,17.64
apprentissage,m,10.47
apprentissages,m,10.47
approbation,f,9.80
approbations,f,9.80
approche,f,28.03
approches,f,28.03
approfondissement,m,0.02
appropriation,f,0.34
appropriations,f,0.34
approvisionnement,m,2.57
approvisionnements,m,2.57
approximation,f,1.35
approximations,f,1.35
appréciateur,m,0.54
appréciation,f,3.99
appréciations,f,3.99
appréciatrice,f,0.54
appréhension,f,10.20
appréhensions,f,10.20
apprêt,m,1.42
apprêts,m,1.42
appui,m,30.81
appui-main,m,0.14
appui-tête,m,0.01
appuie-tête,m,0.14
appuis,m,30.81
appât,m,6.74
appâts,m,6.74
appétence,f,0.34
appétences,f,0.34
appétit,m,26.76
appétits,m,26.76
aprèm,f,1.35
aprème,f,1.35
après-coup,m,0.02
après-déjeuner,m,0.07
après-dîner,m,0.74
après-dîners,m,0.74
après-mort,f,0.07
après-rasage,m,0.45
après-repas,m,0.07
après-shampoing,m,0.04
après-shampooing,m,0.07
après-ski,m,0.20
aptitude,f,4.59
aptitudes,f,4.59
apéritif,m,9.46
apéritifs,m,9.46
apéro,m,4.05
apéros,m,4.05
apôtre,m,6.28
apôtres,m,6.28
aquaculture,f,0.01
aquagym,f,0.04
aquaplane,m,0.07
aquarelle,f,8.85
aquarelles,f,8.85
aquariophilie,f,0.03
aquarium,m,5.88
aquariums,m,5.88
aquatinte,f,0.10
aquavit,m,0.18
aqueduc,m,1.15
aqueducs,m,1.15
aquilon,m,0.54
aquilons,m,0.54
ara,m,0.85
arabesque,f,4.53
arabesques,f,4.53
arabica,m,0.27
arabicas,m,0.27
arabisants,m,0.27
arac,m,0.03
arachide,f,0.61
arachides,f,0.61
arachnide,m,0.39
arachnides,m,0.39
arachnoïde,f,0.14
arachnoïdes,f,0.14
aragonais,m,0.20
aragonite,f,0.01
araigne,f,0.07
araignée,f,18.20
araignée-crabe,f,0.07
araignées,f,18.20
araire,m,0.01
arak,m,0.41
araldite,m,0.01
aralia,m,0.07
aramon,m,0.41
araméen,m,0.45
arapèdes,m,0.20
aras,m,0.85
araucan,m,0.07
araucaria,m,0.54
araucarias,m,0.54
arbalète,f,1.55
arbalètes,f,1.55
arbalétrier,m,0.88
arbalétriers,m,0.88
arbi,m,0.27
arbis,m,0.27
arbitrage,m,0.88
arbitrages,m,0.88
arbitraire,m,1.96
arborescence,f,0.20
arborescences,f,0.20
arboretum,m,0.09
arboriculteur,m,0.01
arboriculture,f,0.07
arborisations,f,0.07
arbouse,f,0.41
arbouses,f,0.41
arbousiers,m,0.41
arbre,m,208.58
arbres,m,208.58
arbres-refuges,m,0.07
arbrisseau,m,1.28
arbrisseaux,m,1.28
arbuste,m,7.30
arbustes,m,7.30
arc,m,17.30
arc-boutant,m,0.54
arc-boutants,m,0.54
arc-boutement,m,0.07
arc-en-ciel,m,4.46
arcade,f,12.36
arcades,f,12.36
arcadiens,m,0.01
arcan,m,0.74
arcane,m,1.35
arcanes,m,1.35
arcans,m,0.74
arcatures,f,0.07
arceau,m,3.04
arceaux,m,3.04
archange,m,4.46
archanges,m,4.46
archaïsant,m,0.07
archaïsme,m,0.54
arche,f,7.16
archer,m,3.77
archers,m,3.77
arches,f,7.16
archet,m,2.30
archets,m,2.30
archevêché,m,1.08
archevêchés,m,1.08
archevêque,m,6.28
archevêques,m,6.28
archi,m,0.75
archi-duchesse,f,4.46
archi-mortels,m,0.01
archi-morts,f,0.07
archi-méfiance,f,0.07
archi-nul,m,0.01
archi-nuls,m,0.23
archi-plein,m,0.07
archi-prudent,m,0.07
archi-ringard,m,0.07
archiatre,m,0.20
archidiacre,m,0.26
archidiocèse,m,0.19
archiduc,m,4.46
archiduchesse,f,4.46
archiducs,m,4.46
archie,m,0.01
archimandrite,m,0.61
archipel,m,3.85
archipels,m,3.85
archiprêtre,m,0.95
architecte,f,9.98
architectes,f,9.98
architectonie,f,0.14
architecture,f,12.23
architectures,f,12.23
architrave,f,0.20
archivage,m,0.06
archive,f,9.42
archives,f,9.42
archivolte,f,0.41
archivoltes,f,0.41
archonte,m,0.14
archères,f,3.77
archéologie,f,1.69
archéoptéryx,m,0.20
archétype,m,0.88
archétypes,m,0.88
arcs,m,17.30
arcs-boutants,m,0.54
arcs-en-ciel,m,4.46
ardennais,m,0.34
ardennaise,f,0.34
ardent,m,1.69
ardents,m,1.69
ardeur,f,25.74
ardeurs,f,25.74
ardillon,m,0.68
ardillons,m,0.68
ardin,m,0.07
ardoise,f,9.80
ardoises,f,9.80
ardoisière,f,0.07
ardéchois,m,0.07
are,m,15.80
area,f,0.12
arec,m,0.27
ares,m,15.80
arganier,m,0.34
arganiers,m,0.34
argans,m,0.07
argent,m,515.10
argenterie,f,3.99
argenteries,f,3.99
argentier,m,0.41
argentin,m,1.83
argentines,f,1.83
argentins,m,1.83
argenton,m,0.07
argents,m,515.10
argile,f,9.66
argiles,f,9.66
argilière,f,0.02
argol,m,0.14
argon,m,0.38
argonaute,m,0.10
argot,m,4.86
argots,m,4.86
argousin,m,1.35
argousins,m,1.35
argument,m,18.18
argumentaire,m,0.13
argumentateur,m,0.01
argumentatif,m,0.02
argumentation,f,0.88
argumentations,f,0.88
arguments,m,18.18
argus,m,0.68
argutie,f,0.54
arguties,f,0.54
aria,m,0.81
arianisme,m,0.07
arias,m,0.81
aridité,f,1.55
arien,m,0.07
ariens,m,0.07
ariettes,f,0.07
arioso,m,0.14
aristarque,m,0.14
aristarques,m,0.14
aristocratie,f,3.92
aristocratisme,m,0.07
aristoloche,f,0.14
aristoloches,f,0.14
arithmomètre,m,0.07
arithmétique,f,2.23
ariégeois,m,0.07
arkose,f,0.14
arlequin,m,0.47
arlequins,m,0.47
arlésien,m,0.14
arlésienne,f,0.20
arlésiennes,f,0.14
armada,f,1.35
armadas,f,1.35
armadille,f,0.07
armagnac,m,0.74
armagnacs,m,0.74
armateur,m,2.30
armateurs,m,2.30
armature,f,2.91
armatures,f,2.91
arme,f,220.22
arme-miracle,f,0.10
armement,m,9.80
armements,m,9.80
armes,f,220.22
armistice,m,15.54
armistices,m,15.54
armoire,f,45.54
armoires,f,45.54
armoirie,f,1.89
armoiries,f,1.89
armoise,f,0.38
armoises,f,0.38
armon,m,0.01
armorial,m,0.34
armure,f,8.11
armurerie,f,0.94
armureries,f,0.94
armures,f,8.11
armurier,m,1.69
armuriers,m,1.69
armée,f,146.55
armées,f,146.55
arménien,m,0.34
arménienne,f,0.34
arméniens,m,0.34
arméria,f,0.14
armérias,f,0.14
arnaque,f,6.27
arnaques,f,6.27
arnaqueur,m,1.47
arnaqueurs,m,1.47
arnaqueuse,f,1.47
arobase,f,0.14
aromate,m,0.88
aromates,m,0.88
aromathérapie,f,0.18
aromatiques,m,0.01
aronde,f,0.47
arousal,m,0.07
arpent,m,0.95
arpentage,m,0.27
arpentages,m,0.27
arpenteur,m,1.49
arpenteurs,m,1.49
arpents,m,0.95
arpion,m,1.08
arpions,m,1.08
arpège,m,1.49
arpèges,m,1.49
arquebusade,f,0.14
arquebuse,f,8.72
arquebuses,f,8.72
arquebusiers,m,0.40
arrachage,m,0.27
arrache-clou,m,0.07
arrachement,m,3.11
arrachements,m,3.11
arracheur,m,0.74
arracheurs,m,0.74
arracheuse,f,0.74
arracheuses,f,0.74
arrachures,f,0.07
arraché,m,1.08
arrachés,m,1.08
arrangement,m,10.23
arrangements,m,10.23
arrangeur,m,0.10
arrangeurs,m,0.10
arrestation,f,20.59
arrestations,f,20.59
arrhes,f,0.41
arrimage,m,0.61
arrivage,m,1.96
arrivages,m,1.96
arrivant,m,5.07
arrivante,f,5.07
arrivants,m,5.07
arrivisme,m,0.27
arrivé,m,2.52
arrivée,f,80.00
arrivées,f,80.00
arrivés,m,2.52
arrière,m,95.00
arrière-automne,m,0.14
arrière-ban,m,0.20
arrière-boutique,f,6.35
arrière-boutiques,f,6.35
arrière-cabinets,m,0.07
arrière-cour,f,1.35
arrière-cours,f,1.35
arrière-cousin,m,0.12
arrière-cuisine,f,0.14
arrière-cuisines,f,0.14
arrière-fond,m,0.95
arrière-garde,f,2.03
arrière-gardes,f,2.03
arrière-gorge,f,0.27
arrière-goût,m,1.28
arrière-goûts,m,1.28
arrière-grand-mère,f,2.57
arrière-grand-mères,f,2.57
arrière-grand-oncle,m,0.41
arrière-grand-père,m,4.12
arrière-grand-tante,f,0.20
arrière-grand-tantes,f,0.20
arrière-grands-mères,f,2.57
arrière-grands-parents,m,1.08
arrière-grands-pères,m,4.12
arrière-loge,m,0.07
arrière-magasin,m,0.07
arrière-monde,m,0.14
arrière-neveux,m,0.07
arrière-pays,m,1.15
arrière-pensée,f,5.95
arrière-pensées,f,5.95
arrière-petit-fils,m,0.61
arrière-petit-neveu,m,0.27
arrière-petite-fille,f,0.81
arrière-petite-nièce,f,0.14
arrière-petites-filles,f,0.81
arrière-petites-nièces,f,0.14
arrière-petits-enfants,m,0.36
arrière-petits-fils,m,0.41
arrière-petits-neveux,m,0.07
arrière-plan,m,2.70
arrière-plans,m,2.70
arrière-saison,f,1.22
arrière-salle,f,2.36
arrière-salles,f,2.36
arrière-train,m,1.69
arrière-trains,m,1.69
arrières,m,95.00
arriération,f,0.27
arriéré,m,2.03
arriérée,f,2.03
arriérés,m,2.03
arrogance,f,3.92
arrogant,m,1.12
arrogante,f,1.12
arrogantes,f,1.12
arrogants,m,1.12
arroi,m,0.68
arrondi,m,3.11
arrondis,m,3.11
arrondissement,m,8.38
arrondissements,m,8.38
arrosage,m,1.89
arroseur,m,0.47
arroseurs,m,0.47
arroseuse,f,0.47
arroseuses,f,0.47
arrosoir,m,3.58
arrosoirs,m,3.58
arrérages,m,0.20
arrêt,m,53.92
arrêt-buffet,m,0.07
arrête-boeuf,m,0.07
arrêts,m,53.92
arrêts-buffet,m,0.07
arrêté,m,3.04
arrêtés,m,3.04
ars,m,0.94
arsenal,m,5.74
arsenaux,m,5.74
arsenic,m,1.22
art,m,91.49
artefact,m,0.67
artefacts,m,0.67
arthrite,f,1.75
arthrites,f,1.75
arthrodèse,f,0.14
